# Volume points
 118.28673    0.32502   0.32502   0.32502   0.32501   0.32500   0.32497   0.32489   0.32478   0.32459   0.32434   0.32399   0.32355   0.32301   0.32236   0.32159   0.32069   0.31968   0.31853   0.31726   0.31585   0.31431   0.31263   0.31082   0.30887   0.30678   0.30456   0.30220   0.29970   0.29707   0.29431   0.29141   0.28838   0.28521   0.28192   0.27850   0.27495   0.27127   0.26746   0.26353   0.25948   0.25530   0.25101   0.24659   0.24206   0.23740   0.23263   0.22775   0.22275   0.21763   0.21241   0.20707   0.20162   0.19607   0.19040   0.18463   0.17875   0.17277   0.16668   0.16049   0.15420   0.14781   0.14131   0.13472   0.12802   0.12123   0.11434   0.10735   0.10027   0.09309   0.08582   0.07845   0.07099   0.06344   0.05580   0.04807   0.04024   0.03233   0.02433   0.01624   0.00806  -0.00020  -0.00856  -0.01699  -0.02551  -0.03412  -0.04281  -0.05159  -0.06044  -0.06938  -0.07840  -0.08751  -0.09669  -0.10595  -0.11530  -0.12472  -0.13422  -0.14380  -0.15345  -0.16319  -0.17300  -0.18289  -0.19285  -0.20289  -0.21300  -0.22319  -0.23345  -0.24378  -0.25419  -0.26467  -0.27522  -0.28585  -0.29654  -0.30731  -0.31815  -0.32905  -0.34003  -0.35108  -0.36219  -0.37338  -0.38463  -0.39595  -0.40734  -0.41879  -0.43031  -0.44190  -0.45356  -0.46528  -0.47706  -0.48891  -0.50083  -0.51281  -0.52485  -0.53695  -0.54912  -0.56136  -0.57365  -0.58601  -0.59843  -0.61091  -0.62345  -0.63606  -0.64872  -0.66145  -0.67423  -0.68708  -0.69998  -0.71294  -0.72597  -0.73905  -0.75219  -0.76539  -0.77864  -0.79195  -0.80532  -0.81875  -0.83224  -0.84578  -0.85937  -0.87303  -0.88673  -0.90050  -0.91432  -0.92819  -0.94212  -0.95610  -0.97014  -0.98423  -0.99837  -1.01257  -1.02682  -1.04112  -1.05548  -1.06989  -1.08435  -1.09886  -1.11342  -1.12804  -1.14271  -1.15742  -1.17219  -1.18701  -1.20188  -1.21680  -1.23177  -1.24679  -1.26186  -1.27698  -1.29215  -1.30736  -1.32263  -1.33794  -1.35330  -1.36871  -1.38417  -1.39968  -1.41523  -1.43083  -1.44648  -1.46217  -1.47791
 121.90750    0.28369   0.28369   0.28369   0.28368   0.28367   0.28365   0.28360   0.28351   0.28337   0.28316   0.28288   0.28250   0.28202   0.28144   0.28074   0.27992   0.27898   0.27790   0.27669   0.27535   0.27387   0.27225   0.27049   0.26860   0.26656   0.26438   0.26206   0.25960   0.25700   0.25426   0.25139   0.24837   0.24523   0.24195   0.23853   0.23499   0.23131   0.22751   0.22358   0.21952   0.21534   0.21103   0.20660   0.20205   0.19738   0.19259   0.18768   0.18266   0.17752   0.17227   0.16690   0.16143   0.15584   0.15014   0.14433   0.13842   0.13240   0.12627   0.12004   0.11371   0.10727   0.10073   0.09409   0.08735   0.08051   0.07357   0.06653   0.05940   0.05217   0.04484   0.03742   0.02991   0.02230   0.01461   0.00681  -0.00107  -0.00904  -0.01710  -0.02525  -0.03349  -0.04182  -0.05023  -0.05873  -0.06731  -0.07598  -0.08474  -0.09358  -0.10250  -0.11151  -0.12060  -0.12977  -0.13902  -0.14835  -0.15776  -0.16725  -0.17682  -0.18647  -0.19620  -0.20601  -0.21589  -0.22585  -0.23588  -0.24600  -0.25618  -0.26644  -0.27678  -0.28719  -0.29767  -0.30823  -0.31886  -0.32956  -0.34033  -0.35117  -0.36209  -0.37307  -0.38413  -0.39526  -0.40645  -0.41771  -0.42905  -0.44045  -0.45191  -0.46345  -0.47505  -0.48672  -0.49846  -0.51026  -0.52212  -0.53406  -0.54605  -0.55812  -0.57024  -0.58243  -0.59469  -0.60700  -0.61938  -0.63182  -0.64433  -0.65689  -0.66952  -0.68221  -0.69496  -0.70777  -0.72064  -0.73357  -0.74656  -0.75961  -0.77272  -0.78589  -0.79912  -0.81240  -0.82575  -0.83915  -0.85260  -0.86612  -0.87969  -0.89332  -0.90701  -0.92075  -0.93454  -0.94840  -0.96231  -0.97627  -0.99029  -1.00436  -1.01848  -1.03266  -1.04690  -1.06119  -1.07553  -1.08992  -1.10437  -1.11887  -1.13342  -1.14802  -1.16268  -1.17739  -1.19215  -1.20696  -1.22182  -1.23673  -1.25169  -1.26670  -1.28177  -1.29688  -1.31204  -1.32725  -1.34251  -1.35782  -1.37318  -1.38859  -1.40404  -1.41955  -1.43510  -1.45070  -1.46634  -1.48204  -1.49778  -1.51357  -1.52940
 125.60142    0.29686   0.29686   0.29686   0.29686   0.29685   0.29684   0.29680   0.29672   0.29660   0.29641   0.29615   0.29580   0.29535   0.29479   0.29412   0.29332   0.29239   0.29133   0.29014   0.28880   0.28732   0.28570   0.28393   0.28202   0.27996   0.27776   0.27541   0.27291   0.27028   0.26750   0.26457   0.26151   0.25831   0.25497   0.25150   0.24789   0.24414   0.24027   0.23626   0.23213   0.22786   0.22347   0.21896   0.21432   0.20956   0.20468   0.19968   0.19456   0.18932   0.18397   0.17850   0.17292   0.16723   0.16143   0.15551   0.14949   0.14336   0.13712   0.13078   0.12433   0.11778   0.11112   0.10436   0.09750   0.09054   0.08348   0.07633   0.06907   0.06172   0.05427   0.04673   0.03909   0.03135   0.02353   0.01561   0.00760  -0.00050  -0.00869  -0.01697  -0.02534  -0.03380  -0.04234  -0.05098  -0.05969  -0.06850  -0.07739  -0.08636  -0.09542  -0.10456  -0.11379  -0.12309  -0.13248  -0.14195  -0.15150  -0.16113  -0.17084  -0.18063  -0.19050  -0.20044  -0.21046  -0.22056  -0.23074  -0.24099  -0.25132  -0.26172  -0.27220  -0.28275  -0.29338  -0.30408  -0.31485  -0.32570  -0.33661  -0.34760  -0.35866  -0.36979  -0.38099  -0.39227  -0.40361  -0.41502  -0.42649  -0.43804  -0.44966  -0.46134  -0.47309  -0.48491  -0.49679  -0.50874  -0.52075  -0.53284  -0.54498  -0.55719  -0.56947  -0.58181  -0.59421  -0.60668  -0.61921  -0.63180  -0.64445  -0.65717  -0.66995  -0.68279  -0.69569  -0.70865  -0.72167  -0.73476  -0.74790  -0.76110  -0.77436  -0.78768  -0.80106  -0.81450  -0.82800  -0.84155  -0.85516  -0.86883  -0.88255  -0.89634  -0.91018  -0.92407  -0.93802  -0.95203  -0.96609  -0.98021  -0.99438  -1.00861  -1.02289  -1.03722  -1.05161  -1.06606  -1.08055  -1.09510  -1.10970  -1.12436  -1.13907  -1.15383  -1.16864  -1.18350  -1.19842  -1.21338  -1.22840  -1.24347  -1.25859  -1.27376  -1.28898  -1.30425  -1.31956  -1.33493  -1.35035  -1.36582  -1.38133  -1.39690  -1.41251  -1.42817  -1.44388  -1.45964  -1.47544  -1.49129  -1.50719  -1.52314  -1.53913
 129.36921    0.36008   0.36008   0.36008   0.36007   0.36007   0.36005   0.36001   0.35994   0.35983   0.35965   0.35940   0.35906   0.35863   0.35808   0.35741   0.35662   0.35569   0.35463   0.35342   0.35207   0.35057   0.34893   0.34713   0.34518   0.34308   0.34084   0.33844   0.33589   0.33319   0.33035   0.32736   0.32423   0.32096   0.31754   0.31399   0.31029   0.30646   0.30250   0.29840   0.29417   0.28981   0.28532   0.28071   0.27596   0.27110   0.26611   0.26100   0.25577   0.25042   0.24496   0.23937   0.23368   0.22787   0.22194   0.21591   0.20977   0.20351   0.19715   0.19068   0.18411   0.17743   0.17064   0.16376   0.15677   0.14968   0.14249   0.13520   0.12781   0.12032   0.11274   0.10506   0.09729   0.08942   0.08146   0.07340   0.06526   0.05702   0.04869   0.04027   0.03176   0.02316   0.01448   0.00570  -0.00316  -0.01210  -0.02114  -0.03025  -0.03945  -0.04874  -0.05811  -0.06756  -0.07709  -0.08671  -0.09640  -0.10618  -0.11603  -0.12597  -0.13598  -0.14607  -0.15624  -0.16649  -0.17682  -0.18722  -0.19769  -0.20824  -0.21887  -0.22957  -0.24035  -0.25120  -0.26212  -0.27312  -0.28418  -0.29532  -0.30653  -0.31781  -0.32917  -0.34059  -0.35208  -0.36364  -0.37527  -0.38697  -0.39874  -0.41057  -0.42248  -0.43445  -0.44648  -0.45859  -0.47075  -0.48299  -0.49529  -0.50765  -0.52008  -0.53258  -0.54513  -0.55775  -0.57044  -0.58319  -0.59600  -0.60887  -0.62180  -0.63480  -0.64785  -0.66097  -0.67415  -0.68739  -0.70068  -0.71404  -0.72746  -0.74094  -0.75447  -0.76807  -0.78172  -0.79543  -0.80920  -0.82302  -0.83691  -0.85085  -0.86484  -0.87889  -0.89300  -0.90717  -0.92139  -0.93566  -0.94999  -0.96438  -0.97882  -0.99331  -1.00786  -1.02246  -1.03711  -1.05182  -1.06658  -1.08140  -1.09626  -1.11118  -1.12615  -1.14117  -1.15625  -1.17137  -1.18655  -1.20178  -1.21706  -1.23238  -1.24776  -1.26319  -1.27867  -1.29420  -1.30977  -1.32540  -1.34108  -1.35680  -1.37257  -1.38840  -1.40426  -1.42018  -1.43615  -1.45216  -1.46822  -1.48433  -1.50048
 133.21162    0.46711   0.46711   0.46710   0.46710   0.46709   0.46708   0.46704   0.46697   0.46686   0.46668   0.46643   0.46609   0.46565   0.46509   0.46440   0.46359   0.46263   0.46153   0.46029   0.45889   0.45733   0.45563   0.45376   0.45174   0.44957   0.44723   0.44475   0.44210   0.43931   0.43636   0.43327   0.43003   0.42664   0.42310   0.41943   0.41561   0.41165   0.40755   0.40332   0.39896   0.39446   0.38983   0.38507   0.38019   0.37518   0.37004   0.36478   0.35940   0.35390   0.34828   0.34254   0.33669   0.33072   0.32464   0.31844   0.31213   0.30572   0.29919   0.29256   0.28582   0.27897   0.27202   0.26497   0.25781   0.25055   0.24319   0.23573   0.22817   0.22051   0.21275   0.20490   0.19695   0.18891   0.18077   0.17254   0.16422   0.15580   0.14730   0.13870   0.13001   0.12123   0.11237   0.10342   0.09438   0.08525   0.07604   0.06674   0.05736   0.04789   0.03834   0.02871   0.01899   0.00919  -0.00068  -0.01064  -0.02068  -0.03080  -0.04100  -0.05128  -0.06163  -0.07206  -0.08257  -0.09316  -0.10382  -0.11456  -0.12537  -0.13626  -0.14722  -0.15826  -0.16937  -0.18055  -0.19180  -0.20313  -0.21453  -0.22600  -0.23754  -0.24915  -0.26083  -0.27258  -0.28440  -0.29629  -0.30824  -0.32027  -0.33236  -0.34452  -0.35674  -0.36904  -0.38139  -0.39382  -0.40631  -0.41886  -0.43148  -0.44417  -0.45692  -0.46973  -0.48260  -0.49554  -0.50854  -0.52160  -0.53473  -0.54792  -0.56116  -0.57447  -0.58784  -0.60127  -0.61476  -0.62831  -0.64192  -0.65559  -0.66932  -0.68311  -0.69695  -0.71085  -0.72482  -0.73883  -0.75291  -0.76704  -0.78123  -0.79548  -0.80978  -0.82414  -0.83855  -0.85302  -0.86754  -0.88212  -0.89675  -0.91144  -0.92618  -0.94098  -0.95582  -0.97073  -0.98568  -1.00069  -1.01575  -1.03086  -1.04603  -1.06124  -1.07651  -1.09183  -1.10720  -1.12263  -1.13810  -1.15362  -1.16919  -1.18482  -1.20049  -1.21621  -1.23199  -1.24781  -1.26368  -1.27960  -1.29557  -1.31158  -1.32765  -1.34376  -1.35992  -1.37613  -1.39238  -1.40869  -1.42504
 137.12936    0.61340   0.61340   0.61340   0.61339   0.61338   0.61337   0.61333   0.61326   0.61313   0.61295   0.61268   0.61232   0.61184   0.61124   0.61051   0.60964   0.60862   0.60745   0.60612   0.60463   0.60298   0.60116   0.59919   0.59705   0.59474   0.59228   0.58965   0.58687   0.58393   0.58083   0.57758   0.57417   0.57062   0.56691   0.56306   0.55907   0.55493   0.55066   0.54624   0.54169   0.53700   0.53218   0.52723   0.52215   0.51694   0.51161   0.50615   0.50057   0.49486   0.48904   0.48309   0.47703   0.47085   0.46456   0.45816   0.45164   0.44501   0.43827   0.43142   0.42446   0.41740   0.41023   0.40296   0.39558   0.38810   0.38052   0.37284   0.36506   0.35718   0.34920   0.34113   0.33295   0.32469   0.31632   0.30787   0.29932   0.29068   0.28194   0.27312   0.26420   0.25520   0.24611   0.23692   0.22765   0.21830   0.20886   0.19933   0.18972   0.18002   0.17024   0.16037   0.15043   0.14040   0.13029   0.12009   0.10982   0.09947   0.08904   0.07853   0.06794   0.05727   0.04653   0.03571   0.02481   0.01384   0.00279  -0.00833  -0.01953  -0.03080  -0.04214  -0.05356  -0.06505  -0.07661  -0.08825  -0.09995  -0.11173  -0.12358  -0.13550  -0.14748  -0.15954  -0.17167  -0.18386  -0.19612  -0.20845  -0.22085  -0.23331  -0.24584  -0.25844  -0.27110  -0.28383  -0.29663  -0.30948  -0.32241  -0.33539  -0.34844  -0.36156  -0.37474  -0.38798  -0.40128  -0.41464  -0.42807  -0.44156  -0.45511  -0.46872  -0.48239  -0.49612  -0.50991  -0.52376  -0.53767  -0.55164  -0.56566  -0.57975  -0.59389  -0.60810  -0.62236  -0.63667  -0.65105  -0.66548  -0.67996  -0.69451  -0.70911  -0.72376  -0.73847  -0.75324  -0.76806  -0.78293  -0.79786  -0.81284  -0.82788  -0.84297  -0.85812  -0.87331  -0.88856  -0.90387  -0.91922  -0.93463  -0.95009  -0.96560  -0.98116  -0.99677  -1.01244  -1.02815  -1.04392  -1.05974  -1.07560  -1.09152  -1.10749  -1.12350  -1.13957  -1.15568  -1.17184  -1.18805  -1.20431  -1.22062  -1.23698  -1.25338  -1.26983  -1.28633  -1.30288  -1.31947
 141.12317    0.79573   0.79573   0.79573   0.79573   0.79572   0.79569   0.79565   0.79557   0.79543   0.79522   0.79492   0.79451   0.79398   0.79332   0.79251   0.79155   0.79043   0.78915   0.78771   0.78609   0.78431   0.78235   0.78022   0.77792   0.77546   0.77282   0.77002   0.76705   0.76393   0.76064   0.75719   0.75359   0.74983   0.74592   0.74186   0.73766   0.73330   0.72881   0.72418   0.71940   0.71449   0.70944   0.70426   0.69895   0.69351   0.68794   0.68225   0.67643   0.67048   0.66442   0.65824   0.65193   0.64551   0.63897   0.63232   0.62556   0.61868   0.61170   0.60460   0.59739   0.59008   0.58266   0.57514   0.56751   0.55977   0.55194   0.54400   0.53597   0.52783   0.51960   0.51127   0.50284   0.49431   0.48569   0.47698   0.46817   0.45927   0.45027   0.44119   0.43202   0.42275   0.41340   0.40395   0.39442   0.38480   0.37510   0.36531   0.35543   0.34547   0.33543   0.32530   0.31509   0.30480   0.29442   0.28397   0.27343   0.26281   0.25211   0.24134   0.23048   0.21955   0.20854   0.19746   0.18629   0.17505   0.16374   0.15235   0.14088   0.12935   0.11773   0.10605   0.09429   0.08246   0.07055   0.05858   0.04653   0.03442   0.02223   0.00998  -0.00235  -0.01474  -0.02721  -0.03974  -0.05234  -0.06501  -0.07774  -0.09054  -0.10341  -0.11634  -0.12934  -0.14240  -0.15553  -0.16873  -0.18198  -0.19531  -0.20869  -0.22214  -0.23565  -0.24923  -0.26286  -0.27656  -0.29032  -0.30414  -0.31802  -0.33196  -0.34597  -0.36003  -0.37415  -0.38833  -0.40257  -0.41687  -0.43123  -0.44565  -0.46012  -0.47466  -0.48925  -0.50389  -0.51860  -0.53335  -0.54817  -0.56304  -0.57797  -0.59295  -0.60799  -0.62309  -0.63823  -0.65344  -0.66869  -0.68401  -0.69937  -0.71479  -0.73026  -0.74578  -0.76136  -0.77699  -0.79267  -0.80840  -0.82419  -0.84002  -0.85591  -0.87185  -0.88784  -0.90388  -0.91997  -0.93611  -0.95230  -0.96854  -0.98483  -1.00117  -1.01756  -1.03400  -1.05049  -1.06702  -1.08360  -1.10023  -1.11691  -1.13364  -1.15041  -1.16724  -1.18410

# Fitted data
 118.28673    0.32503   0.32503   0.32503   0.32502   0.32501   0.32498   0.32491   0.32479   0.32461   0.32435   0.32401   0.32357   0.32303   0.32238   0.32161   0.32072   0.31970   0.31856   0.31729   0.31589   0.31435   0.31267   0.31086   0.30891   0.30683   0.30461   0.30225   0.29976   0.29713   0.29437   0.29147   0.28844   0.28528   0.28199   0.27857   0.27502   0.27135   0.26755   0.26362   0.25957   0.25540   0.25110   0.24669   0.24216   0.23751   0.23274   0.22786   0.22286   0.21775   0.21253   0.20719   0.20175   0.19620   0.19054   0.18477   0.17889   0.17291   0.16683   0.16064   0.15435   0.14796   0.14147   0.13488   0.12819   0.12140   0.11451   0.10753   0.10045   0.09327   0.08600   0.07864   0.07118   0.06364   0.05600   0.04827   0.04045   0.03254   0.02454   0.01645   0.00828   0.00001  -0.00833  -0.01677  -0.02529  -0.03389  -0.04258  -0.05135  -0.06020  -0.06914  -0.07816  -0.08725  -0.09643  -0.10569  -0.11503  -0.12445  -0.13395  -0.14353  -0.15318  -0.16291  -0.17272  -0.18260  -0.19256  -0.20259  -0.21270  -0.22289  -0.23315  -0.24348  -0.25388  -0.26436  -0.27491  -0.28553  -0.29622  -0.30698  -0.31782  -0.32872  -0.33970  -0.35074  -0.36185  -0.37303  -0.38428  -0.39560  -0.40698  -0.41844  -0.42995  -0.44154  -0.45319  -0.46491  -0.47669  -0.48853  -0.50045  -0.51242  -0.52446  -0.53656  -0.54873  -0.56096  -0.57325  -0.58561  -0.59802  -0.61050  -0.62304  -0.63564  -0.64830  -0.66102  -0.67381  -0.68665  -0.69955  -0.71251  -0.72553  -0.73860  -0.75174  -0.76494  -0.77819  -0.79150  -0.80486  -0.81829  -0.83177  -0.84531  -0.85890  -0.87255  -0.88625  -0.90001  -0.91383  -0.92770  -0.94162  -0.95560  -0.96964  -0.98372  -0.99786  -1.01206  -1.02630  -1.04060  -1.05496  -1.06936  -1.08382  -1.09833  -1.11289  -1.12750  -1.14216  -1.15688  -1.17165  -1.18646  -1.20133  -1.21624  -1.23121  -1.24623  -1.26129  -1.27641  -1.29157  -1.30679  -1.32205  -1.33736  -1.35272  -1.36812  -1.38358  -1.39908  -1.41463  -1.43023  -1.44587  -1.46156  -1.47730
